article_id,published_date,extracted_date,iso3,country,disease_code,disease_mention,relevance_score,is_epidemiological_event,host_mention,language,source_outlet,title,data_realism
PADI-0016506,2021-09-13,2021-09-14,UKR,Ukraine,ASF,African swine fever,0.181,False,Sus scrofa domesticus,es,outlet_23,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016507,2021-09-14,2021-09-15,MDA,Moldova,ASF,African swine fever,0.45,True,Sus scrofa (wild boar),ru,outlet_06,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016508,2021-09-14,2021-09-15,MDA,Moldova,ASF,African swine fever,0.559,True,Sus scrofa (wild boar),en,outlet_18,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016509,2021-09-14,2021-09-15,MDA,Moldova,ASF,African swine fever,0.342,False,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016510,2021-09-18,2021-09-19,MDA,Moldova,ASF,African swine fever,0.583,True,Sus scrofa (wild boar),en,outlet_17,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016511,2021-09-18,2021-09-19,MDA,Moldova,ASF,African swine fever,0.793,True,Sus scrofa domesticus,en,outlet_01,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016512,2021-09-17,2021-09-18,RUS,Russian Federation,ASF,African swine fever,0.48,True,Sus scrofa (wild boar),en,outlet_42,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016513,2021-09-16,2021-09-17,RUS,Russian Federation,ASF,African swine fever,0.515,True,Sus scrofa domesticus,es,outlet_15,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016514,2021-09-15,2021-09-16,RUS,Russian Federation,ASF,African swine fever,0.377,False,Sus scrofa (wild boar),ru,outlet_05,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016515,2021-09-14,2021-09-15,RUS,Russian Federation,ASF,African swine fever,0.765,True,Sus scrofa domesticus,fr,outlet_47,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016516,2021-09-15,2021-09-16,RUS,Russian Federation,ASF,African swine fever,0.427,False,Sus scrofa (wild boar),fr,outlet_02,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016517,2021-09-19,2021-09-20,RUS,Russian Federation,ASF,African swine fever,0.404,False,Sus scrofa domesticus,en,outlet_32,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016518,2021-09-19,2021-09-20,GEO,Georgia,ASF,African swine fever,0.785,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Georgia,synthetic
PADI-0016519,2021-09-14,2021-09-15,ISR,Israel,ASF,African swine fever,0.511,True,Sus scrofa domesticus,en,outlet_14,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016520,2021-09-13,2021-09-14,EGY,Egypt,ASF,African swine fever,0.847,True,Sus scrofa domesticus,en,outlet_15,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016521,2021-09-14,2021-09-15,EGY,Egypt,ASF,African swine fever,0.452,True,Sus scrofa (wild boar),en,outlet_11,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016522,2021-09-16,2021-09-17,TUN,Tunisia,ASF,African swine fever,0.923,True,Sus scrofa domesticus,es,outlet_44,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0016523,2021-09-15,2021-09-16,TUN,Tunisia,ASF,African swine fever,0.262,False,Sus scrofa domesticus,es,outlet_33,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0016524,2021-09-19,2021-09-20,TUN,Tunisia,ASF,African swine fever,0.552,True,Sus scrofa domesticus,en,outlet_21,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0016525,2021-09-14,2021-09-15,MAR,Morocco,ASF,African swine fever,0.67,True,Sus scrofa (wild boar),ru,outlet_44,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016526,2021-09-26,2021-09-27,FRA,France,ASF,African swine fever,0.665,True,Sus scrofa domesticus,en,outlet_42,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016527,2021-09-23,2021-09-24,FRA,France,ASF,African swine fever,0.541,True,Sus scrofa domesticus,en,outlet_27,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016528,2021-09-21,2021-09-22,FRA,France,ASF,African swine fever,0.632,True,Sus scrofa domesticus,en,outlet_43,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016529,2021-09-21,2021-09-22,DEU,Germany,ASF,African swine fever,0.851,True,Sus scrofa (wild boar),es,outlet_02,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016530,2021-09-24,2021-09-25,DEU,Germany,ASF,African swine fever,0.883,True,Sus scrofa domesticus,fr,outlet_25,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016531,2021-09-23,2021-09-24,DEU,Germany,ASF,African swine fever,0.553,True,Sus scrofa (wild boar),en,outlet_37,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016532,2021-09-23,2021-09-24,DEU,Germany,ASF,African swine fever,0.298,False,Sus scrofa (wild boar),ru,outlet_02,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016533,2021-09-22,2021-09-23,NLD,Netherlands,ASF,African swine fever,0.871,True,Sus scrofa (wild boar),en,outlet_09,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016534,2021-09-25,2021-09-26,NLD,Netherlands,ASF,African swine fever,0.63,True,Sus scrofa domesticus,ru,outlet_28,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016535,2021-09-22,2021-09-23,NLD,Netherlands,ASF,African swine fever,0.902,True,Sus scrofa domesticus,en,outlet_34,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016536,2021-09-20,2021-09-21,NLD,Netherlands,ASF,African swine fever,0.799,True,Sus scrofa domesticus,en,outlet_21,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016537,2021-09-20,2021-09-21,NLD,Netherlands,ASF,African swine fever,0.505,True,Sus scrofa (wild boar),fr,outlet_40,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016538,2021-09-25,2021-09-26,NLD,Netherlands,ASF,African swine fever,0.492,True,Sus scrofa (wild boar),fr,outlet_10,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016539,2021-09-21,2021-09-22,BEL,Belgium,ASF,African swine fever,0.524,True,Sus scrofa domesticus,en,outlet_14,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016540,2021-09-20,2021-09-21,BEL,Belgium,ASF,African swine fever,0.592,True,Sus scrofa (wild boar),fr,outlet_18,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016541,2021-09-24,2021-09-25,BEL,Belgium,ASF,African swine fever,0.63,True,Sus scrofa domesticus,en,outlet_15,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016542,2021-09-24,2021-09-25,BEL,Belgium,ASF,African swine fever,0.794,True,Sus scrofa (wild boar),fr,outlet_34,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016543,2021-09-20,2021-09-21,ITA,Italy,ASF,African swine fever,0.421,False,Sus scrofa (wild boar),ru,outlet_17,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016544,2021-09-22,2021-09-23,ESP,Spain,ASF,African swine fever,0.561,True,Sus scrofa (wild boar),en,outlet_09,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016545,2021-09-20,2021-09-21,ESP,Spain,ASF,African swine fever,0.415,False,Sus scrofa domesticus,en,outlet_16,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016546,2021-09-24,2021-09-25,POL,Poland,ASF,African swine fever,0.693,True,Sus scrofa (wild boar),fr,outlet_11,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016547,2021-09-20,2021-09-21,POL,Poland,ASF,African swine fever,0.749,True,Sus scrofa (wild boar),en,outlet_47,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016548,2021-09-22,2021-09-23,POL,Poland,ASF,African swine fever,0.633,True,Sus scrofa domesticus,es,outlet_18,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016549,2021-09-26,2021-09-27,POL,Poland,ASF,African swine fever,0.375,False,Sus scrofa domesticus,fr,outlet_03,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016550,2021-09-22,2021-09-23,HUN,Hungary,ASF,African swine fever,0.737,True,Sus scrofa (wild boar),en,outlet_13,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016551,2021-09-26,2021-09-27,HUN,Hungary,ASF,African swine fever,0.849,True,Sus scrofa (wild boar),es,outlet_18,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016552,2021-09-26,2021-09-27,ROU,Romania,ASF,African swine fever,0.524,True,Sus scrofa (wild boar),en,outlet_01,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016553,2021-09-26,2021-09-27,ROU,Romania,ASF,African swine fever,0.92,True,Sus scrofa domesticus,en,outlet_39,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016554,2021-09-23,2021-09-24,BGR,Bulgaria,ASF,African swine fever,0.518,True,Sus scrofa (wild boar),fr,outlet_33,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016555,2021-09-25,2021-09-26,BGR,Bulgaria,ASF,African swine fever,0.667,True,Sus scrofa domesticus,en,outlet_10,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016556,2021-09-23,2021-09-24,BGR,Bulgaria,ASF,African swine fever,0.584,True,Sus scrofa domesticus,en,outlet_14,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016557,2021-09-25,2021-09-26,SRB,Serbia,ASF,African swine fever,0.745,True,Sus scrofa (wild boar),en,outlet_13,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016558,2021-09-26,2021-09-27,SRB,Serbia,ASF,African swine fever,0.657,True,Sus scrofa domesticus,fr,outlet_28,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016559,2021-09-25,2021-09-26,SRB,Serbia,ASF,African swine fever,0.8,True,Sus scrofa (wild boar),en,outlet_25,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016560,2021-09-24,2021-09-25,SRB,Serbia,ASF,African swine fever,0.666,True,Sus scrofa domesticus,en,outlet_23,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016561,2021-09-25,2021-09-26,SRB,Serbia,ASF,African swine fever,0.651,True,Sus scrofa domesticus,en,outlet_19,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016562,2021-09-25,2021-09-26,UKR,Ukraine,ASF,African swine fever,0.818,True,Sus scrofa domesticus,en,outlet_07,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016563,2021-09-21,2021-09-22,MDA,Moldova,ASF,African swine fever,0.555,True,Sus scrofa (wild boar),fr,outlet_39,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016564,2021-09-20,2021-09-21,MDA,Moldova,ASF,African swine fever,0.803,True,Sus scrofa domesticus,en,outlet_43,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016565,2021-09-23,2021-09-24,MDA,Moldova,ASF,African swine fever,0.737,True,Sus scrofa (wild boar),en,outlet_46,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016566,2021-09-20,2021-09-21,RUS,Russian Federation,ASF,African swine fever,0.836,True,Sus scrofa domesticus,en,outlet_08,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016567,2021-09-20,2021-09-21,RUS,Russian Federation,ASF,African swine fever,0.903,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016568,2021-09-21,2021-09-22,TUR,Türkiye,ASF,African swine fever,0.642,True,Sus scrofa domesticus,ru,outlet_42,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016569,2021-09-23,2021-09-24,ISR,Israel,ASF,African swine fever,0.645,True,Sus scrofa (wild boar),en,outlet_14,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016570,2021-09-24,2021-09-25,ISR,Israel,ASF,African swine fever,0.642,True,Sus scrofa domesticus,en,outlet_32,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016571,2021-09-21,2021-09-22,EGY,Egypt,ASF,African swine fever,0.756,True,Sus scrofa domesticus,en,outlet_27,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016572,2021-09-23,2021-09-24,TUN,Tunisia,ASF,African swine fever,0.547,True,Sus scrofa domesticus,es,outlet_17,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0016573,2021-09-21,2021-09-22,MAR,Morocco,ASF,African swine fever,0.746,True,Sus scrofa (wild boar),fr,outlet_45,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016574,2021-09-30,2021-10-01,FRA,France,ASF,African swine fever,0.708,True,Sus scrofa domesticus,ru,outlet_42,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016575,2021-10-03,2021-10-04,FRA,France,ASF,African swine fever,0.598,True,Sus scrofa (wild boar),ru,outlet_40,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016576,2021-10-01,2021-10-02,FRA,France,ASF,African swine fever,0.577,True,Sus scrofa (wild boar),fr,outlet_32,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016577,2021-10-02,2021-10-03,FRA,France,ASF,African swine fever,0.814,True,Sus scrofa (wild boar),es,outlet_29,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016578,2021-09-29,2021-09-30,FRA,France,ASF,African swine fever,0.97,True,Sus scrofa (wild boar),fr,outlet_33,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016579,2021-10-01,2021-10-02,FRA,France,ASF,African swine fever,0.817,True,Sus scrofa domesticus,en,outlet_44,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016580,2021-09-28,2021-09-29,DEU,Germany,ASF,African swine fever,0.859,True,Sus scrofa (wild boar),ru,outlet_34,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016581,2021-09-28,2021-09-29,DEU,Germany,ASF,African swine fever,0.52,True,Sus scrofa domesticus,en,outlet_01,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016582,2021-10-02,2021-10-03,NLD,Netherlands,ASF,African swine fever,0.651,True,Sus scrofa (wild boar),fr,outlet_15,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016583,2021-09-30,2021-10-01,NLD,Netherlands,ASF,African swine fever,0.924,True,Sus scrofa domesticus,en,outlet_03,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016584,2021-10-02,2021-10-03,NLD,Netherlands,ASF,African swine fever,0.936,True,Sus scrofa domesticus,en,outlet_40,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016585,2021-10-03,2021-10-04,NLD,Netherlands,ASF,African swine fever,0.46,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016586,2021-09-30,2021-10-01,BEL,Belgium,ASF,African swine fever,0.712,True,Sus scrofa domesticus,en,outlet_35,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016587,2021-10-02,2021-10-03,BEL,Belgium,ASF,African swine fever,0.143,False,Sus scrofa (wild boar),fr,outlet_43,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016588,2021-09-30,2021-10-01,ITA,Italy,ASF,African swine fever,0.869,True,Sus scrofa domesticus,en,outlet_28,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016589,2021-09-27,2021-09-28,ITA,Italy,ASF,African swine fever,0.224,False,Sus scrofa (wild boar),fr,outlet_28,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016590,2021-10-02,2021-10-03,ITA,Italy,ASF,African swine fever,0.447,False,Sus scrofa domesticus,fr,outlet_35,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016591,2021-09-29,2021-09-30,ITA,Italy,ASF,African swine fever,0.881,True,Sus scrofa domesticus,fr,outlet_46,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016592,2021-09-27,2021-09-28,POL,Poland,ASF,African swine fever,0.338,False,Sus scrofa domesticus,en,outlet_15,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016593,2021-10-02,2021-10-03,POL,Poland,ASF,African swine fever,0.608,True,Sus scrofa domesticus,en,outlet_13,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016594,2021-10-02,2021-10-03,HUN,Hungary,ASF,African swine fever,0.863,True,Sus scrofa (wild boar),ru,outlet_38,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016595,2021-09-27,2021-09-28,ROU,Romania,ASF,African swine fever,0.655,True,Sus scrofa domesticus,fr,outlet_36,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016596,2021-09-30,2021-10-01,BGR,Bulgaria,ASF,African swine fever,0.395,False,Sus scrofa domesticus,en,outlet_10,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016597,2021-10-03,2021-10-04,SRB,Serbia,ASF,African swine fever,0.801,True,Sus scrofa (wild boar),fr,outlet_45,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016598,2021-09-27,2021-09-28,SRB,Serbia,ASF,African swine fever,0.485,True,Sus scrofa (wild boar),ru,outlet_01,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016599,2021-09-30,2021-10-01,MDA,Moldova,ASF,African swine fever,0.708,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016600,2021-10-03,2021-10-04,MDA,Moldova,ASF,African swine fever,0.467,True,Sus scrofa domesticus,ru,outlet_25,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016601,2021-09-28,2021-09-29,RUS,Russian Federation,ASF,African swine fever,0.701,True,Sus scrofa domesticus,en,outlet_15,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016602,2021-09-29,2021-09-30,TUR,Türkiye,ASF,African swine fever,0.776,True,Sus scrofa (wild boar),es,outlet_24,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016603,2021-09-27,2021-09-28,TUR,Türkiye,ASF,African swine fever,0.664,True,Sus scrofa (wild boar),ru,outlet_21,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016604,2021-09-28,2021-09-29,ISR,Israel,ASF,African swine fever,0.408,False,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016605,2021-09-28,2021-09-29,ISR,Israel,ASF,African swine fever,0.53,True,Sus scrofa (wild boar),fr,outlet_17,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016606,2021-09-30,2021-10-01,ISR,Israel,ASF,African swine fever,0.642,True,Sus scrofa (wild boar),en,outlet_17,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016607,2021-10-03,2021-10-04,MAR,Morocco,ASF,African swine fever,0.75,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016608,2021-10-07,2021-10-08,FRA,France,ASF,African swine fever,0.939,True,Sus scrofa (wild boar),ru,outlet_01,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016609,2021-10-04,2021-10-05,FRA,France,ASF,African swine fever,0.611,True,Sus scrofa (wild boar),en,outlet_04,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016610,2021-10-10,2021-10-11,FRA,France,ASF,African swine fever,0.593,True,Sus scrofa domesticus,ru,outlet_17,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016611,2021-10-09,2021-10-10,FRA,France,ASF,African swine fever,0.813,True,Sus scrofa (wild boar),en,outlet_27,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016612,2021-10-08,2021-10-09,DEU,Germany,ASF,African swine fever,0.732,True,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016613,2021-10-09,2021-10-10,DEU,Germany,ASF,African swine fever,0.772,True,Sus scrofa domesticus,en,outlet_39,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016614,2021-10-07,2021-10-08,DEU,Germany,ASF,African swine fever,0.801,True,Sus scrofa (wild boar),ru,outlet_31,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016615,2021-10-04,2021-10-05,DEU,Germany,ASF,African swine fever,0.41,False,Sus scrofa domesticus,en,outlet_25,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016616,2021-10-07,2021-10-08,NLD,Netherlands,ASF,African swine fever,0.585,True,Sus scrofa (wild boar),fr,outlet_18,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016617,2021-10-04,2021-10-05,NLD,Netherlands,ASF,African swine fever,0.654,True,Sus scrofa (wild boar),en,outlet_44,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016618,2021-10-04,2021-10-05,NLD,Netherlands,ASF,African swine fever,0.43,False,Sus scrofa (wild boar),en,outlet_26,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016619,2021-10-09,2021-10-10,NLD,Netherlands,ASF,African swine fever,0.803,True,Sus scrofa domesticus,ru,outlet_02,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
