post_id,archive_number,published_date,iso3,country,disease_code,subject,curator_comment_present,confidence,data_realism
PROMED-001186,2024001186.0186,2025-09-30,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-001187,2024001187.0187,2025-09-24,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,suspected,synthetic
PROMED-001188,2024001188.0188,2025-09-27,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,unverified,synthetic
PROMED-001189,2024001189.0189,2025-10-09,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-001190,2024001190.0190,2025-10-09,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-001191,2024001191.0191,2025-10-06,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,suspected,synthetic
PROMED-001192,2024001192.0192,2025-10-04,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-001193,2024001193.0193,2025-10-06,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,suspected,synthetic
PROMED-001194,2024001194.0194,2025-10-04,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,suspected,synthetic
PROMED-001195,2024001195.0195,2025-10-06,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",False,unverified,synthetic
PROMED-001196,2024001196.0196,2025-10-17,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-001197,2024001197.0197,2025-10-15,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,unverified,synthetic
PROMED-001198,2024001198.0198,2025-10-16,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,confirmed,synthetic
PROMED-001199,2024001199.0199,2025-10-12,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-001200,2024001200.0200,2025-10-15,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-001201,2024001201.0201,2025-10-15,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",False,confirmed,synthetic
PROMED-001202,2024001202.0202,2025-10-09,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,unverified,synthetic
PROMED-001203,2024001203.0203,2025-10-18,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-001204,2024001204.0204,2025-10-24,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-001205,2024001205.0205,2025-10-23,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,unverified,synthetic
PROMED-001206,2024001206.0206,2025-10-24,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,suspected,synthetic
PROMED-001207,2024001207.0207,2025-10-18,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-001208,2024001208.0208,2025-10-24,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-001209,2024001209.0209,2025-10-19,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-001210,2024001210.0210,2025-10-22,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,unverified,synthetic
PROMED-001211,2024001211.0211,2025-10-15,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-001212,2024001212.0212,2025-10-18,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,unverified,synthetic
PROMED-001213,2024001213.0213,2025-10-23,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",False,suspected,synthetic
PROMED-001214,2024001214.0214,2025-10-24,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,unverified,synthetic
PROMED-001215,2024001215.0215,2025-10-24,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-001216,2024001216.0216,2025-10-23,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-001217,2024001217.0217,2025-10-30,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,unverified,synthetic
PROMED-001218,2024001218.0218,2025-10-29,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-001219,2024001219.0219,2025-10-31,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,suspected,synthetic
PROMED-001220,2024001220.0220,2025-10-26,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,unverified,synthetic
PROMED-001221,2024001221.0221,2025-10-28,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,confirmed,synthetic
PROMED-001222,2024001222.0222,2025-10-26,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,confirmed,synthetic
PROMED-001223,2024001223.0223,2025-10-25,EGY,Egypt,ASF,"[SYNTHETIC] ASF, animal - Egypt",False,suspected,synthetic
PROMED-001224,2024001224.0224,2025-10-29,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,suspected,synthetic
PROMED-001225,2024001225.0225,2025-11-02,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,confirmed,synthetic
PROMED-001226,2024001226.0226,2025-11-06,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-001227,2024001227.0227,2025-11-01,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,suspected,synthetic
PROMED-001228,2024001228.0228,2025-11-06,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-001229,2024001229.0229,2025-11-06,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-001230,2024001230.0230,2025-11-06,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-001231,2024001231.0231,2025-11-12,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,suspected,synthetic
PROMED-001232,2024001232.0232,2025-11-13,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,suspected,synthetic
PROMED-001233,2024001233.0233,2025-11-13,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,confirmed,synthetic
PROMED-001234,2024001234.0234,2025-11-05,EGY,Egypt,ASF,"[SYNTHETIC] ASF, animal - Egypt",True,confirmed,synthetic
PROMED-001235,2024001235.0235,2025-11-12,TUN,Tunisia,ASF,"[SYNTHETIC] ASF, animal - Tunisia",True,unverified,synthetic
PROMED-001236,2024001236.0236,2025-11-21,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-001237,2024001237.0237,2025-11-18,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,unverified,synthetic
PROMED-001238,2024001238.0238,2025-11-19,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-001239,2024001239.0239,2025-11-21,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-001240,2024001240.0240,2025-11-28,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,suspected,synthetic
