event_id,outbreak_id,report_type,report_number,disease,disease_code,serotype,country,iso3,admin1,locality,latitude,longitude,location_precision,start_date,date_of_suspicion,date_of_confirmation,date_of_notification,date_of_publication,event_status,diagnosis,species,host_category,is_wild,outbreaks,susceptible,cases,deaths,killed_and_disposed,is_first_occurrence,control_measures,data_realism
WAHIS-HPAI-FRA-2023-12-25,WAHIS-HPAI-FRA-2023-12-25-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R3,France locality 236,45.7028,2.1705,point,2023-12-25,2023-12-27,2023-12-28,2024-01-02,2024-01-06,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,10850,3430,1846,4651,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-25,WAHIS-HPAI-FRA-2023-12-25-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R8,France locality 1,45.5875,-1.4117,point,2023-12-28,2023-12-30,2023-12-31,2024-01-01,2024-01-06,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,17034,6327,3493,8453,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-11,WAHIS-HPAI-ITA-2023-12-11-09,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R7,Italy locality 141,40.9024,14.2289,point,2023-12-15,2023-12-25,2023-12-30,2024-01-04,2024-01-06,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,23218,6499,3525,8808,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-18,WAHIS-HPAI-ITA-2023-12-18-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R5,Italy locality 202,40.3388,13.1669,point,2023-12-19,2023-12-22,2023-12-28,2023-12-31,2024-01-06,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,15092,2941,1640,3973,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-18,WAHIS-HPAI-ITA-2023-12-18-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R6,Italy locality 203,41.2291,13.2446,point,2023-12-19,2023-12-24,2024-01-01,2024-01-04,2024-01-06,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,6174,1263,695,1713,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-18,WAHIS-HPAI-ITA-2023-12-18-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R8,Italy locality 205,40.746,11.141,point,2023-12-18,2023-12-27,2023-12-30,2024-01-02,2024-01-06,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,16764,2812,1476,3806,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-25,WAHIS-HPAI-ITA-2023-12-25-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R6,Italy locality 17,41.4142,10.2167,point,2023-12-26,2023-12-28,2023-12-30,2024-01-03,2024-01-06,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,35913,5636,3120,7609,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-25,WAHIS-HPAI-ITA-2023-12-25-07,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R1,Italy locality 21,44.4904,9.7597,point,2023-12-27,2023-12-31,2024-01-01,2024-01-03,2024-01-06,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,3884,1485,808,2010,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-MAR-2023-12-18,WAHIS-HPAI-MAR-2023-12-18-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Morocco,MAR,MAR-R2,Morocco locality 235,30.6527,-7.5778,point,2023-12-20,2023-12-24,2023-12-27,2024-01-02,2024-01-06,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,4753,1432,768,1936,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-MDA-2023-12-11,WAHIS-HPAI-MDA-2023-12-11-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Moldova,MDA,MDA-R5,Moldova locality 175,47.0742,28.9493,point,2023-12-13,2023-12-19,2023-12-25,2024-01-04,2024-01-06,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,20821,3975,2194,5410,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-11-27,WAHIS-HPAI-BEL-2023-11-27-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R8,Belgium locality 238,50.6211,5.1149,point,2023-11-29,2023-12-06,2023-12-25,2024-01-06,2024-01-07,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,17976,2747,1534,3739,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-18,WAHIS-HPAI-BEL-2023-12-18-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R5,Belgium locality 193,51.1557,5.6544,point,2023-12-19,2023-12-30,2024-01-01,2024-01-05,2024-01-07,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,11405,4315,2400,5818,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-18,WAHIS-HPAI-BEL-2023-12-18-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R8,Belgium locality 196,50.4333,5.8442,point,2023-12-21,2023-12-25,2023-12-30,2024-01-03,2024-01-07,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,9634,2440,1354,3252,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-18,WAHIS-HPAI-ESP-2023-12-18-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R6,Spain locality 212,39.933,-1.2399,point,2023-12-22,2024-01-02,2024-01-04,2024-01-05,2024-01-07,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,23131,6123,3382,8216,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R5,Spain locality 25,39.4214,-5.3259,point,2023-12-25,2024-01-01,2024-01-02,2024-01-04,2024-01-07,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,38626,4809,2696,6519,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-11,WAHIS-HPAI-FRA-2023-12-11-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R4,France locality 93,44.3056,3.6047,point,2023-12-17,2023-12-26,2023-12-28,2024-01-02,2024-01-07,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,13211,3423,1867,4622,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-11,WAHIS-HPAI-FRA-2023-12-11-15,follow_up_report,4,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R6,France locality 104,49.9649,2.5674,point,2023-12-14,2023-12-28,2024-01-05,2024-01-06,2024-01-07,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,28314,4754,2655,6398,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-18,WAHIS-HPAI-FRA-2023-12-18-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R1,France locality 180,47.6599,-0.9113,point,2023-12-22,2024-01-01,2024-01-02,2024-01-03,2024-01-07,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,21141,3727,2041,5000,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-25,WAHIS-HPAI-FRA-2023-12-25-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R5,France locality 238,47.974,2.7835,point,2023-12-27,2024-01-01,2024-01-04,2024-01-04,2024-01-07,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,8129,3888,2169,5212,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-11,WAHIS-HPAI-HUN-2023-12-11-07,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R8,Hungary locality 169,46.2464,20.5054,point,2023-12-13,2023-12-29,2024-01-02,2024-01-03,2024-01-07,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,33618,7435,4118,10019,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-NLD-2023-12-11,WAHIS-HPAI-NLD-2023-12-11-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Netherlands,NLD,NLD-R6,Netherlands locality 122,51.6383,4.9348,point,2023-12-15,2023-12-29,2023-12-30,2024-01-06,2024-01-07,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,46119,10921,5949,14672,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-NLD-2023-12-25,WAHIS-HPAI-NLD-2023-12-25-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Netherlands,NLD,NLD-R5,Netherlands locality 7,51.2341,5.9765,point,2023-12-27,2024-01-01,2024-01-02,2024-01-04,2024-01-07,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,17667,3054,1661,4072,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2023-12-11,WAHIS-HPAI-POL-2023-12-11-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R9,Poland locality 161,52.2184,23.6881,point,2023-12-13,2023-12-16,2023-12-25,2024-01-03,2024-01-07,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,23104,3792,2125,5122,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2023-12-11,WAHIS-HPAI-SRB-2023-12-11-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R3,Serbia locality 173,43.879,19.3711,point,2023-12-16,2023-12-24,2023-12-30,2024-01-03,2024-01-07,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,30211,6321,3537,8544,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2024-01-01,WAHIS-HPAI-SRB-2024-01-01-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R9,Serbia locality 101,45.1932,21.1026,point,2024-01-02,2024-01-04,2024-01-05,2024-01-06,2024-01-07,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,14727,3165,1707,4291,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-04,WAHIS-HPAI-DEU-2023-12-04-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R5,Germany locality 40,50.0823,11.4076,point,2023-12-10,2023-12-30,2023-12-31,2024-01-05,2024-01-08,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,4702,2943,1635,3993,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-11,WAHIS-HPAI-DEU-2023-12-11-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R9,Germany locality 107,53.4658,12.4255,point,2023-12-15,2023-12-18,2023-12-19,2024-01-01,2024-01-08,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,82718,9743,5358,13194,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-18,WAHIS-HPAI-ESP-2023-12-18-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R7,Spain locality 213,40.4288,-5.4131,point,2023-12-18,2023-12-27,2023-12-27,2024-01-04,2024-01-08,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,20901,5625,3118,7553,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R7,Spain locality 27,41.5338,-5.1172,point,2023-12-27,2023-12-28,2023-12-31,2024-01-04,2024-01-08,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,35169,4426,2447,5969,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-08,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R4,Spain locality 33,41.5655,-4.7947,point,2023-12-25,2023-12-27,2024-01-01,2024-01-05,2024-01-08,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,21046,3361,1853,4500,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-12,follow_up_report,4,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R8,Spain locality 37,41.1373,-0.0698,point,2023-12-25,2023-12-31,2024-01-03,2024-01-05,2024-01-08,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,35821,4921,2729,6632,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-04,WAHIS-HPAI-FRA-2023-12-04-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R5,France locality 31,43.791,2.0822,point,2023-12-10,2023-12-26,2024-01-03,2024-01-06,2024-01-08,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,12457,2033,1152,2753,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-18,WAHIS-HPAI-FRA-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R7,France locality 177,48.8038,-0.9998,point,2023-12-24,2023-12-30,2023-12-31,2024-01-06,2024-01-08,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,20696,3453,1894,4651,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-25,WAHIS-HPAI-FRA-2023-12-25-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R9,France locality 2,46.4954,4.7042,point,2023-12-31,2024-01-04,2024-01-05,2024-01-05,2024-01-08,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,5259,2079,1118,2822,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-25,WAHIS-HPAI-ITA-2023-12-25-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R5,Italy locality 16,41.1314,15.0756,point,2023-12-26,2023-12-28,2024-01-01,2024-01-04,2024-01-08,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,21689,4662,2577,6298,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2024-01-01,WAHIS-HPAI-ITA-2024-01-01-10,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R2,Italy locality 85,42.1507,10.9382,point,2024-01-02,2024-01-03,2024-01-04,2024-01-05,2024-01-08,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,1569,1108,592,1505,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ROU-2023-12-25,WAHIS-HPAI-ROU-2023-12-25-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Romania,ROU,ROU-R2,Romania locality 49,47.8477,24.797,point,2023-12-31,2024-01-03,2024-01-04,2024-01-04,2024-01-08,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,18554,2110,1167,2856,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-18,WAHIS-HPAI-ESP-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R3,Spain locality 209,42.839,-0.3802,point,2023-12-21,2023-12-26,2023-12-28,2024-01-04,2024-01-09,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,4231,2950,1608,3978,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-25,WAHIS-HPAI-FRA-2023-12-25-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R6,France locality 239,47.9036,4.329,point,2023-12-27,2023-12-29,2024-01-02,2024-01-06,2024-01-09,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,12280,2795,1519,3755,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2023-12-25,WAHIS-HPAI-SRB-2023-12-25-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R8,Serbia locality 55,44.341,19.5061,point,2023-12-25,2024-01-01,2024-01-06,2024-01-06,2024-01-09,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,5363,2334,1250,3177,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-TUR-2023-12-25,WAHIS-HPAI-TUR-2023-12-25-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Türkiye,TUR,TUR-R3,Türkiye locality 59,39.3754,38.6881,point,2023-12-31,2024-01-02,2024-01-04,2024-01-05,2024-01-09,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,19127,4773,2695,6500,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-25,WAHIS-HPAI-BEL-2023-12-25-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R8,Belgium locality 10,51.2671,3.7162,point,2023-12-29,2024-01-03,2024-01-06,2024-01-06,2024-01-10,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,11843,2784,1520,3792,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-25,WAHIS-HPAI-BEL-2023-12-25-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R1,Belgium locality 12,49.996,4.5364,point,2023-12-30,2024-01-03,2024-01-06,2024-01-07,2024-01-10,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,6216,966,508,1297,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-25,WAHIS-HPAI-DEU-2023-12-25-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R1,Germany locality 3,51.1459,7.8469,point,2023-12-28,2024-01-03,2024-01-04,2024-01-09,2024-01-10,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,29242,3894,2105,5284,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-25,WAHIS-HPAI-DEU-2023-12-25-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R3,Germany locality 5,50.0949,6.2554,point,2023-12-31,2024-01-06,2024-01-06,2024-01-07,2024-01-10,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,54990,9617,5366,13153,False,stamping_out;movement_control;disinfection,synthetic
